#,Format,<LP,id>,<Workload,type>,<client,id>,<Bytes,written>,<Bytes,read>,<Synthetic,data,Received>,<Time,to,write,bytes,>,<Total,elapsed,time>
6,conceptual-cosmo,0,41943040,0,0,962292262.850185,3541830603.885570
7,conceptual-cosmo,1,41943040,0,0,957995219.567237,3541830603.885570
8,conceptual-checkpoint,2,166666666,0,0,2509247395.644601,3541830603.885570
9,conceptual-checkpoint,3,166666666,0,0,2503984313.638216,3541830603.885570
10,conceptual-checkpoint,4,166666666,0,0,2511878936.462647,3541830603.885570
11,conceptual-cosmo,5,41943040,0,0,977127049.163700,3541830603.885570
12,nekbone,6,0,0,0,0.000000,3541830603.885570
13,conceptual-checkpoint,7,166666666,0,0,2498721232.726222,3541830603.885570
14,conceptual-checkpoint,8,166666666,0,0,2506615854.852116,3541830603.885570
15,conceptual-cosmo,9,41943040,0,0,934045984.065071,3541830603.885570
16,nekbone,10,0,0,0,0.000000,3541830603.885570
17,conceptual-checkpoint,11,166666666,0,0,2501352773.311025,3541830603.885570
18,conceptual-cosmo,12,41943040,0,0,949113553.852506,3541830603.885570
19,nekbone,13,0,0,0,0.000000,3541830603.885570
20,nekbone,14,0,0,0,0.000000,3541830603.885570
21,conceptual-checkpoint,15,166666666,0,0,2360810885.121068,3541830603.885570
22,conceptual-cosmo,16,41943040,0,0,1109745419.808551,3541830603.885570
23,conceptual-cosmo,17,41943040,0,0,1122027232.380207,3541830603.885570
24,nekbone,18,0,0,0,0.000000,3541830603.885570
25,conceptual-checkpoint,19,166666666,0,0,2363442425.744480,3541830603.885570
26,conceptual-cosmo,20,41943040,0,0,1102492145.033258,3541830603.885570
27,conceptual-checkpoint,21,166666666,0,0,2374454752.330184,3541830603.885570
28,conceptual-checkpoint,22,166666666,0,0,2371823212.031908,3541830603.885570
29,conceptual-checkpoint,23,166666666,0,0,2377086293.499985,3541830603.885570
30,nekbone,24,0,0,0,0.000000,3541830603.885570
31,conceptual-cosmo,25,41943040,0,0,1163649284.379778,3541830603.885570
32,conceptual-cosmo,26,41943040,0,0,1156118502.616059,3541830603.885570
33,conceptual-cosmo,27,41943040,0,0,1154025711.291943,3541830603.885570
34,conceptual-cosmo,28,41943040,0,0,1029038087.794959,3541830603.885570
35,conceptual-cosmo,29,41943040,0,0,1121284146.042275,3541830603.885570
83,conceptual-checkpoint,30,166666666,0,0,3236989640.033316,3541830603.885570
84,conceptual-checkpoint,31,166666666,0,0,3247758884.259560,3541830603.885570
85,conceptual-cosmo,32,41943040,0,0,1195751424.058645,3541830603.885570
86,conceptual-cosmo,33,41943040,0,0,1188057753.863885,3541830603.885570
87,nekbone,34,0,0,0,0.000000,3541830603.885570
88,conceptual-cosmo,35,41943040,0,0,1194007631.800210,3541830603.885570
89,conceptual-checkpoint,36,166666666,0,0,3245127343.520806,3541830603.885570
90,conceptual-checkpoint,37,166666666,0,0,3234358099.122617,3541830603.885570
91,nekbone,38,0,0,0,0.000000,3541830603.885570
92,conceptual-checkpoint,39,166666666,0,0,3242495802.840703,3541830603.885570
93,conceptual-checkpoint,40,166666666,0,0,3231726558.576504,3541830603.885570
94,nekbone,41,0,0,0,0.000000,3541830603.885570
95,conceptual-checkpoint,42,166666666,0,0,3253021965.652361,3541830603.885570
96,conceptual-cosmo,43,41943040,0,0,1177445183.842091,3541830603.885570
97,conceptual-checkpoint,44,166666666,0,0,3250390424.864358,3541830603.885570
98,conceptual-checkpoint,45,166666666,0,0,2387722651.272622,3541830603.885570
99,nekbone,46,0,0,0,0.000000,3541830603.885570
100,conceptual-checkpoint,47,166666666,0,0,2379828028.951416,3541830603.885570
101,conceptual-checkpoint,48,166666666,0,0,2382459569.560576,3541830603.885570
102,conceptual-checkpoint,49,166666666,0,0,2385091110.392345,3541830603.885570
103,conceptual-checkpoint,50,166666666,0,0,2360753767.838780,3541830603.885570
104,nekbone,51,0,0,0,0.000000,3541830603.885570
105,nekbone,52,0,0,0,0.000000,3541830603.885570
106,conceptual-cosmo,53,41943040,0,0,777662081.279966,3541830603.885570
107,nekbone,54,0,0,0,0.000000,3541830603.885570
108,nekbone,55,0,0,0,0.000000,3541830603.885570
109,conceptual-checkpoint,56,166666666,0,0,2366072620.778084,3541830603.885570
110,conceptual-cosmo,57,41943040,0,0,783206254.377995,3541830603.885570
111,nekbone,58,0,0,0,0.000000,3541830603.885570
112,nekbone,59,0,0,0,0.000000,3541830603.885570
160,conceptual-cosmo,60,41943040,0,0,948525199.936371,3541830603.885570
161,conceptual-checkpoint,61,166666666,0,0,2410483400.040085,3541830603.885570
162,nekbone,62,0,0,0,0.000000,3541830603.885570
163,nekbone,63,0,0,0,0.000000,3541830603.885570
164,conceptual-checkpoint,64,166666666,0,0,2421364185.248960,3541830603.885570
