#,Format,<LP,ID>,<Terminal,ID>,<Job,ID>,<Local,Rank>,<Total,sends>,<Total,Recvs>,<Bytes,sent>,<Bytes,recvd>,<Send,time>,<Comm.,time>,<Compute,time>,<Avg,msg,time>,<Max,Msg,Time>
6,0,2,259,80,80,294015000,294015000,231036862.707873,1808274294.873832,645000000.000000,2887960.783848,2453274294.873832
7,1,2,113,80,80,294015000,294015000,225667827.131781,1806447405.480517,645000000.000000,2820847.839147,2451447405.480517
8,2,1,87,0,0,0,0,0.000000,2504380391.633432,100000000.000000,-nan,2604380391.633432
9,3,1,97,0,0,0,0,0.000000,2496485768.444414,100000000.000000,-nan,2596485768.444414
10,4,1,289,0,0,0,0,0.000000,2501748850.783233,100000000.000000,-nan,2601748850.783233
11,5,2,33,85,85,441599000,441599000,333192042.955960,1828403464.219219,645000000.000000,3919906.387717,2473403464.219219
12,6,0,246,30231,30231,641195712,641195712,1034851123.479045,615743568.573058,0.000000,34231.455244,615743568.573058
13,7,1,55,0,0,0,0,0.000000,2493854228.216444,100000000.000000,-nan,2593854228.216444
14,8,1,225,0,0,0,0,0.000000,2499117309.648365,100000000.000000,-nan,2599117309.648365
15,9,2,130,80,80,294015000,294015000,221016476.748206,1805446732.803756,645000000.000000,2762705.959353,2450446732.803756
16,10,0,286,24777,24777,532939872,532939872,778710489.903626,615745144.350192,0.000000,31428.764173,615745144.350192
17,11,1,99,0,0,0,0,0.000000,2491222687.594358,100000000.000000,-nan,2591222687.594358
18,12,2,264,80,80,294015000,294015000,221806065.965869,1806909857.711748,645000000.000000,2772575.824573,2451909857.711748
19,13,0,248,30231,30231,641195712,641195712,1005990751.302815,615739103.726711,0.000000,33276.793732,615739103.726711
20,14,0,81,32037,32037,641210160,641210160,1070630392.467846,615787405.051624,0.000000,33418.559555,615787405.051624
21,15,1,167,0,0,0,0,0.000000,2153629738.583487,100000000.000000,-nan,2253629738.583487
22,16,2,174,80,80,294015000,294015000,223824610.928138,1808084501.462555,645000000.000000,2797807.636602,2453084501.462555
23,17,2,167,80,80,294015000,294015000,227464895.143443,1806863922.672000,645000000.000000,2843311.189293,2451863922.672000
24,18,0,24,8499,8499,425290704,425290704,546794943.906274,615742191.762984,0.000000,64336.385917,615742191.762984
25,19,1,239,0,0,0,0,0.000000,2148310886.587006,100000000.000000,-nan,2248310886.587006
26,20,2,182,80,80,294015000,294015000,224831235.709575,1806688883.618069,645000000.000000,2810390.446370,2451688883.618069
27,21,1,226,0,0,0,0,0.000000,2164454754.311739,100000000.000000,-nan,2264454754.311739
28,22,1,170,0,0,0,0,0.000000,2161823213.568449,100000000.000000,-nan,2261823213.568449
29,23,1,266,0,0,0,0,0.000000,2167086295.023593,100000000.000000,-nan,2267086295.023593
30,24,0,174,24777,24777,532939872,532939872,765369130.823950,615738190.145168,0.000000,30890.306769,615738190.145168
31,25,2,26,5,5,147584000,147584000,110450005.956212,1828799009.272357,645000000.000000,22090001.191242,2473799009.272357
32,26,2,50,5,5,147584000,147584000,110450004.146304,1832135402.391517,645000000.000000,22090000.829261,2477135402.391517
33,27,2,44,5,5,147584000,147584000,110514209.255082,1830563860.015810,645000000.000000,22102841.851016,2475563860.015810
34,28,2,175,80,80,294015000,294015000,234944665.067869,1808075906.030734,645000000.000000,2936808.313348,2453075906.030734
35,29,2,158,80,80,294015000,294015000,238840299.984397,1808347360.919930,645000000.000000,2985503.749805,2453347360.919930
83,30,1,187,0,0,0,0,0.000000,3192526033.578223,100000000.000000,-nan,3292526033.578223
84,31,1,102,0,0,0,0,0.000000,3195157574.238564,100000000.000000,-nan,3295157574.238564
85,32,2,100,80,80,294015000,294015000,220828901.825660,1806840758.564885,645000000.000000,2760361.272821,2451840758.564885
86,33,2,127,80,80,294015000,294015000,222496900.122219,1806187257.090441,645000000.000000,2781211.251528,2451187257.090441
87,34,0,198,30231,30231,641195712,641195712,1088535459.368446,615743448.540817,0.000000,36007.259415,615743448.540817
88,35,2,187,80,80,294015000,294015000,228038080.045216,1806306976.723935,645000000.000000,2850476.000565,2451306976.723935
89,36,1,290,0,0,0,0,0.000000,3197789115.223407,100000000.000000,-nan,3297789115.223407
90,37,1,68,0,0,0,0,0.000000,3189894492.872812,100000000.000000,-nan,3289894492.872812
91,38,0,180,21141,21141,425391840,425391840,870329930.367052,615778413.536681,0.000000,41167.869560,615778413.536681
92,39,1,293,0,0,0,0,0.000000,3187262952.311480,100000000.000000,-nan,3287262952.311480
93,40,1,112,0,0,0,0,0.000000,3181756788.915295,100000000.000000,-nan,3281756788.915295
94,41,0,264,24777,24777,532939872,532939872,1136297067.543522,615741421.431398,0.000000,45860.962487,615741421.431398
95,42,1,81,0,0,0,0,0.000000,3203052195.976513,100000000.000000,-nan,3303052195.976513
96,43,2,147,80,80,294015000,294015000,238066503.626160,1808366732.389775,645000000.000000,2975831.295327,2453366732.389775
97,44,1,230,0,0,0,0,0.000000,3200420655.732611,100000000.000000,-nan,3300420655.732611
98,45,1,21,0,0,0,0,0.000000,2195214387.462183,100000000.000000,-nan,2295214387.462183
99,46,0,209,21141,21141,425391840,425391840,760029930.478310,615739932.093830,0.000000,35950.519393,615739932.093830
100,47,1,118,0,0,0,0,0.000000,2187132453.853928,100000000.000000,-nan,2287132453.853928
101,48,1,164,0,0,0,0,0.000000,2189951305.789632,100000000.000000,-nan,2289951305.789632
102,49,1,78,0,0,0,0,0.000000,2192582846.935327,100000000.000000,-nan,2292582846.935327
103,50,1,292,0,0,0,0,0.000000,2170689734.420964,100000000.000000,-nan,2270689734.420964
104,51,0,148,24777,24777,532939872,532939872,847981590.724362,615787852.453569,0.000000,34224.546585,615787852.453569
105,52,0,229,24777,24777,532939872,532939872,890315913.562548,615868974.835033,0.000000,35933.160333,615868974.835033
106,53,2,62,5,5,147584000,147584000,111324121.728176,1831334945.864148,645000000.000000,22264824.345635,2476334945.864148
107,54,0,70,12135,12135,532838736,532838736,830227287.216359,615748923.207305,0.000000,68415.928077,615748923.207305
108,55,0,193,30231,30231,641195712,641195712,1123190901.783580,615741811.596692,0.000000,37153.613899,615741811.596692
109,56,1,153,0,0,0,0,0.000000,2168058193.503381,100000000.000000,-nan,2268058193.503381
110,57,2,82,5,5,147584000,147584000,110925563.755231,1829500291.515956,645000000.000000,22185112.751046,2474500291.515956
111,58,0,158,30231,30231,641195712,641195712,1145958973.936055,615742826.410108,0.000000,37906.750486,615742826.410108
112,59,0,11,26583,26583,532954320,532954320,894016199.608093,615739251.661860,0.000000,33631.125140,615739251.661860
160,60,2,10,5,5,147584000,147584000,112437314.469718,1834329306.182918,645000000.000000,22487462.893944,2479329306.182918
161,61,1,185,0,0,0,0,0.000000,2530349066.959257,100000000.000000,-nan,2630349066.959257
162,62,0,96,30231,30231,641195712,641195712,972813482.468669,615735870.743670,0.000000,32179.335201,615735870.743670
163,63,0,116,24777,24777,532939872,532939872,983576611.884551,615783877.546036,0.000000,39697.163171,615783877.546036
164,64,1,17,0,0,0,0,0.000000,2549124474.750833,100000000.000000,-nan,2649124474.750833
165,65,2,71,85,85,441599000,441599000,340297467.703863,1831572393.075232,645000000.000000,4003499.620045,2476572393.075232
166,66,2,202,80,80,294015000,294015000,243100541.519974,1809779042.117243,645000000.000000,3038756.769000,2454779042.117243
167,67,1,269,0,0,0,0,0.000000,2551756014.935177,100000000.000000,-nan,2651756014.935177
168,68,2,247,80,80,294015000,294015000,229419191.229654,1809456328.057853,645000000.000000,2867739.890371,2454456328.057853
169,69,0,28,8499,8499,425290704,425290704,609785313.641199,615743459.645003,0.000000,71747.889592,615743459.645003
170,70,1,168,0,0,0,0,0.000000,2546492933.973751,100000000.000000,-nan,2646492933.973751
171,71,1,82,0,0,0,0,0.000000,2543861392.744153,100000000.000000,-nan,2643861392.744153
172,72,1,175,0,0,0,0,0.000000,2532980607.379976,100000000.000000,-nan,2632980607.379976
173,73,0,291,24777,24777,532939872,532939872,748682417.231755,615747627.155196,0.000000,30216.830820,615747627.155196
174,74,2,224,80,80,294015000,294015000,232915914.891112,1808323343.121504,645000000.000000,2911448.936139,2453323343.121504
175,75,0,250,24777,24777,532939872,532939872,890507035.585905,615743078.563773,0.000000,35940.874020,615743078.563773
176,76,2,157,80,80,294015000,294015000,226900120.459901,1808376294.657637,645000000.000000,2836251.505749,2453376294.657637
177,77,2,165,80,80,294015000,294015000,236135641.206543,1808912841.041938,645000000.000000,2951695.515082,2453912841.041938
178,78,0,267,24777,24777,532939872,532939872,799443570.682658,615748541.534971,0.000000,32265.551547,615748541.534971
179,79,2,190,80,80,294015000,294015000,229758249.324267,1808316641.007223,645000000.000000,2871978.116553,2453316641.007223
180,80,1,91,0,0,0,0,0.000000,1829799438.482373,100000000.000000,-nan,1929799438.482373
181,81,1,92,0,0,0,0,0.000000,1832430978.963959,100000000.000000,-nan,1932430978.963959
182,82,1,263,0,0,0,0,0.000000,1827167897.653970,100000000.000000,-nan,1927167897.653970
183,83,1,140,0,0,0,0,0.000000,1835062520.098717,100000000.000000,-nan,1935062520.098717
184,84,1,259,0,0,0,0,0.000000,1808037866.470622,100000000.000000,-nan,1908037866.470622
185,85,0,98,30231,30231,641195712,641195712,1091010176.929969,615739017.380095,0.000000,36089.119676,615739017.380095
186,86,0,77,32037,32037,641210160,641210160,1123758070.616240,615741139.754092,0.000000,35076.882062,615741139.754092
187,87,2,57,85,85,441599000,441599000,333104043.545959,1828548948.147104,645000000.000000,3918871.100541,2473548948.147104
188,88,2,274,80,80,294015000,294015000,231237430.344841,1807211593.101564,645000000.000000,2890467.879311,2452211593.101564
189,89,0,182,24777,24777,532939872,532939872,1063873307.993043,615740422.394182,0.000000,42937.938733,615740422.394182
237,90,1,196,0,0,0,0,0.000000,1053764254.811607,100000000.000000,-nan,1153764254.811607
238,91,0,258,30231,30231,641195712,641195712,1133255255.225378,615742162.800932,0.000000,37486.528902,615742162.800932
239,92,2,243,80,80,294015000,294015000,224085777.169513,1806144525.637274,645000000.000000,2801072.214619,2451144525.637274
